"FileName","Path","ApplicationName","Publisher","Hash","HashAlgorithm","Status"
"InputSwitchToastHandler.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..switch-toasthandler_31bf3856ad364e35_10.0.22621.5415_none_aa7e9e61b1ce85fd\r\InputSwitchToastHandler.exe","InputSwitchToastHandler","","D17C4EE5FD34693C47714E48EA7523ABB4CE941CDC32575EC70C9E27B2334DC1","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5124_none_398bd6aa7c751c29\IMTCLNWZ.EXE","Microsoft? Windows? Operating System","Microsoft Corporation","E042BC614319F27E22FCA054C016ADDF8FED8F9C51E717B34CD0AE8AE22E7A00","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5124_none_398bd6aa7c751c29\IMTCPROP.exe","Microsoft? Windows? Operating System","Microsoft Corporation","E8643DB1042BC7C3BFF04371F1367CAEB5D10C23B77EDEFD3C16B105905F96BE","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5124_none_398bd6aa7c751c29\f\IMTCLNWZ.EXE","IMTCLNWZ","","5FC7A5B42D1B0E2BE436A77C9BF5ACD29938896FEA6B91AC8650ED357CA7EE4C","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5124_none_398bd6aa7c751c29\f\IMTCPROP.exe","IMTCPROP","","DF2845EB5FE8817E6283852593BE617C2AA0012457963B9E80F01738D2406752","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5124_none_398bd6aa7c751c29\r\IMTCLNWZ.EXE","IMTCLNWZ","","9661F5BD058B40459CA2F02394408755C9756BB43E9E34E63A900406AFC789B3","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5124_none_398bd6aa7c751c29\r\IMTCPROP.exe","IMTCPROP","","BE708F2DA1F1DFA6A3A952E976781C99452EB1F1DD02EEE3E7CC65736738366A","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5262_none_398535767c796a34\IMTCLNWZ.EXE","Microsoft? Windows? Operating System","Microsoft Corporation","7C183884AE82131B271758BC65BA95E039A5BBE0CDA51F3541D1CA7A82440BC9","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5262_none_398535767c796a34\IMTCPROP.exe","Microsoft? Windows? Operating System","Microsoft Corporation","5FB8AED7125A02E79A44845E59DBDFB1D42338FF36C3B965A025E2267D189BAC","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5262_none_398535767c796a34\f\IMTCLNWZ.EXE","IMTCLNWZ","","C68743768372406A98F71C12FFE3FCF238AA0624D732E1A5552712C4F672FEA3","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5262_none_398535767c796a34\f\IMTCPROP.exe","IMTCPROP","","BCB303B260BD421E86163C1186AAE338F4E44C069882AE9AC3014BE5F210283F","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5262_none_398535767c796a34\r\IMTCLNWZ.EXE","IMTCLNWZ","","BE681E0589B23D2EEF9E6DD9A594E3079B9D5338E4ED364895F7DF619BE5CF8A","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5262_none_398535767c796a34\r\IMTCPROP.exe","IMTCPROP","","79D4B3A494240C8370334246AECA84BD019EAA134FF6E0B44257D9DC56A17812","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5415_none_396a4fd47c8e7046\IMTCLNWZ.EXE","Microsoft? Windows? Operating System","Microsoft Corporation","112E721B9F0D4A73108B8CB966AF8FE5EDA1F64EC8410702B8F7EE5549275460","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5415_none_396a4fd47c8e7046\IMTCPROP.exe","Microsoft? Windows? Operating System","Microsoft Corporation","5FC44D27F388435F2D00093DE5AF7A837F0EF50114CEBB59ACB378DCC843A126","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5415_none_396a4fd47c8e7046\f\IMTCLNWZ.EXE","IMTCLNWZ","","09557EDD48FC146E75B9EA88B1889735585EC71DF5BBD94CD37BBB8E982E0FD2","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5415_none_396a4fd47c8e7046\f\IMTCPROP.exe","IMTCPROP","","D57E7205640C53F42BA40B79392F14056DA63B034E7B0D969799595F57776319","SHA256","Processed"
"IMTCLNWZ.EXE","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5415_none_396a4fd47c8e7046\r\IMTCLNWZ.EXE","IMTCLNWZ","","BE681E0589B23D2EEF9E6DD9A594E3079B9D5338E4ED364895F7DF619BE5CF8A","SHA256","Processed"
"IMTCPROP.exe","C:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_10.0.22621.5415_none_396a4fd47c8e7046\r\IMTCPROP.exe","IMTCPROP","","79D4B3A494240C8370334246AECA84BD019EAA134FF6E0B44257D9DC56A17812","SHA256","Processed"
"icacls.exe","C:\Windows\WinSxS\amd64_microsoft-windows-icacls_31bf3856ad364e35_10.0.22621.1_none_944a6ac499b8619a\icacls.exe","Microsoft? Windows? Operating System","Microsoft Corporation","FF5F1B30F739E7A6F0DEBCC3D8069EFEF1BEEDAB53F722274D5ABF7F104977EB","SHA256","Processed"
"dccw.exe","C:\Windows\WinSxS\amd64_microsoft-windows-icm-dccw_31bf3856ad364e35_10.0.22621.1_none_7c84779482417df6\dccw.exe","Microsoft? Windows? Operating System","Microsoft Corporation","36D9A0ED11640A87CF75D8C14AD1A703FFA7D1D3EA9181A78EC2D23808470A5C","SHA256","Processed"
"colorcpl.exe","C:\Windows\WinSxS\amd64_microsoft-windows-icm-ui_31bf3856ad364e35_10.0.22621.1_none_9bee831e948d96dd\colorcpl.exe","Microsoft? Windows? Operating System","Microsoft Corporation","0144DCEC75946E5B4E2D7B8CE4FAEA1E3F12B2663B80A72BF7691441819A629A","SHA256","Processed"
"msfeedssync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-feedsbs_31bf3856ad364e35_11.0.22621.3527_none_1fe254467fd46d25\msfeedssync.exe","Internet Explorer","Microsoft Corporation","99A130B5A146E057F1619B6DE75C56DF8A67E1E079A6CB01583A60CA51BA071C","SHA256","Processed"
"mshta.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-htmlapplication_31bf3856ad364e35_11.0.22621.2506_none_7cec68cbae71aeca\mshta.exe","Internet Explorer","Microsoft Corporation","7B70B26081CFA5FAE721F6E0A63960034D25CC94D157CD649A4E9907B5AF37EA","SHA256","Processed"
"mshta.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-htmlapplication_31bf3856ad364e35_11.0.22621.2506_none_7cec68cbae71aeca\f\mshta.exe","mshta","","D71B4BA4810D1C7D6EA97D869BF981572FE91A0CD084243412389DDCC375FAB4","SHA256","Processed"
"mshta.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-htmlapplication_31bf3856ad364e35_11.0.22621.2506_none_7cec68cbae71aeca\r\mshta.exe","mshta","","125C7D50365D3A91A16C0CCA749D9730A1AFDCC2AB4A86A8C662597EAC5D9188","SHA256","Processed"
"IEChooser.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-iechooser_31bf3856ad364e35_11.0.22621.1_none_86005c9658d41982\IEChooser.exe","Internet Explorer","Microsoft Corporation","9EA0174D845B907763917AA38482D8FC6A8358004822144AA97161E339BE72E6","SHA256","Processed"
"iediagcmd.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-iediag_31bf3856ad364e35_11.0.22621.2506_none_3a72a68736658610\iediagcmd.exe","Internet Explorer","Microsoft Corporation","0EC05D16B1AE0B2362E521902796C32AC9CD3CBBB05E56B564902229A32297A0","SHA256","Processed"
"iediagcmd.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-iediag_31bf3856ad364e35_11.0.22621.2506_none_3a72a68736658610\f\iediagcmd.exe","iediagcmd","","F52D2329C0AC78B158288C6B9ECB41CF5B4F520A1487DF6D4A4C24C91F5B4886","SHA256","Processed"
"iediagcmd.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-iediag_31bf3856ad364e35_11.0.22621.2506_none_3a72a68736658610\r\iediagcmd.exe","iediagcmd","","30F351A3C7B6D38A2DF132ED051B12275E8A7DFDFAC5EA168480B66C5B12E245","SHA256","Processed"
"ielowutil.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-ielowutil_31bf3856ad364e35_11.0.22621.1_none_9bfd52b2cfd2c841\ielowutil.exe","Internet Explorer","Microsoft Corporation","AFE0C1BA99035A3E3645CCF581BBDC3E7FAF050CABD2D6D52893162AE1D11DA9","SHA256","Processed"
"iexpress.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-iexpress_31bf3856ad364e35_11.0.22621.1_none_fa03236d9d49fff6\iexpress.exe","Internet Explorer","Microsoft Corporation","41BBDF32E49A6B46BC49A1690500CDD9A5F6CEA295CC754CB320E140D25F89C3","SHA256","Processed"
"wextract.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-iexpress_31bf3856ad364e35_11.0.22621.1_none_fa03236d9d49fff6\wextract.exe","Internet Explorer","Microsoft Corporation","2A6DEEEC3AD3DEAFCC88791890A9681023EEE29C4665DDA2E9C8CAE08848F6A0","SHA256","Processed"
"ExtExport.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-impexp-extexport_31bf3856ad364e35_11.0.22621.3527_none_519225dd6897ffae\ExtExport.exe","Internet Explorer","Microsoft Corporation","1FE38EA67210AE791C311F356C0E624C003FF8BB9C03A43493926063DB68EA47","SHA256","Processed"
"ExtExport.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-impexp-extexport_31bf3856ad364e35_11.0.22621.3527_none_519225dd6897ffae\f\ExtExport.exe","ExtExport","","9A4DAA92CAF7B995B34C4DAC57EEEA64E6F4226749599FE74A41DB1BE34FF5DD","SHA256","Processed"
"ExtExport.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-impexp-extexport_31bf3856ad364e35_11.0.22621.3527_none_519225dd6897ffae\r\ExtExport.exe","ExtExport","","5B199229CF9BD92A3A3910C5F6F9432F32B5E7457E2EE22601EEB48CFC3BAA24","SHA256","Processed"
"ieUnatt.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-internetexplorer_31bf3856ad364e35_11.0.22621.3527_none_52f66545bf10ea29\ieUnatt.exe","Internet Explorer","Microsoft Corporation","9DED3009C42AADBBC4AD32E7DFAC3BBE023F669434E4399B53278FEFA5918419","SHA256","Processed"
"ieUnatt.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-internetexplorer_31bf3856ad364e35_11.0.22621.3527_none_52f66545bf10ea29\f\ieUnatt.exe","ieUnatt","","FBB00B2B37294BF4722266F2103ECB30CB2BFB3A202C5CD2F4918E91F1746468","SHA256","Processed"
"ieUnatt.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-internetexplorer_31bf3856ad364e35_11.0.22621.3527_none_52f66545bf10ea29\r\ieUnatt.exe","ieUnatt","","07A6B0246A90C381D806AACF0D59671C76AA93F5E5BD621F0F5E7A04877BB47B","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5124_none_e990a235036af075\ie4uinit.exe","Internet Explorer","Microsoft Corporation","72DF1EB82C4BC020192BC42F257FB92EAEE061D95B8FFFDDC45CBEE41289DD9F","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5124_none_e990a235036af075\ie4ushowIE.exe","Internet Explorer","Microsoft Corporation","3D06A4BDCFCF4C26DAB52AAE14859C13C0AF2526F754860920EA746653ECBE18","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5124_none_e990a235036af075\f\ie4uinit.exe","ie4uinit","","0D7F66DAC0B7B30C56D7C27E8B2CD7F0FC42C3BBA7825809D11134B44C576EC0","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5124_none_e990a235036af075\f\ie4ushowIE.exe","ie4ushowIE","","0DE01A6EACD650F305284F2232347C8837B47B7B6DD3A317D87C64B15E940F69","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5124_none_e990a235036af075\r\ie4uinit.exe","ie4uinit","","02723694F0CCB96D8C97809EE2D02294F2B9F94A26669E1F4D9CE58C38A8115A","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5124_none_e990a235036af075\r\ie4ushowIE.exe","ie4ushowIE","","F6285912FFDCE195DDCDD3DF60F0C67664C8B1B7D3A737EC66D56B0E15996DA3","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5262_none_e98a0101036f3e80\ie4uinit.exe","Internet Explorer","Microsoft Corporation","8CA2B308229FAF07D71D6530E14A318486A7EE6A94ABEFB56D53D6F101BAFCB6","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5262_none_e98a0101036f3e80\ie4ushowIE.exe","Internet Explorer","Microsoft Corporation","C2DF992B863BD2B5C4E5463A0B468586C9A72A37CE059AF890F13E37273E513E","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5262_none_e98a0101036f3e80\f\ie4uinit.exe","ie4uinit","","E3B4C024898FDF0C4961DC34EECA9D6949097CCD4A89F99EFA5D261AA984240D","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5262_none_e98a0101036f3e80\f\ie4ushowIE.exe","ie4ushowIE","","2F690CF489CC359535362202F07F75DC356E838329E089B694D2C2E862446406","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5262_none_e98a0101036f3e80\r\ie4uinit.exe","ie4uinit","","6A4981ABB4F60A2912D1DF61CE062DC5F2091C1F1EC293FF101845208F9041B4","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5262_none_e98a0101036f3e80\r\ie4ushowIE.exe","ie4ushowIE","","D63955730E441221DFDD8D32A3587623A57FB44191FE11DBB1CDCAC10BDB04DB","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5415_none_e96f1b5f03844492\ie4uinit.exe","Internet Explorer","Microsoft Corporation","3881D84DAB0E653A99FD74A9244CFD3AB122FB21BE28CF0E0550E632B707CDC5","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5415_none_e96f1b5f03844492\ie4ushowIE.exe","Internet Explorer","Microsoft Corporation","6BEB72B8416C3C128E2593FEA60A736D4FA5C894BDEFABD8FC019756F12C75D8","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5415_none_e96f1b5f03844492\f\ie4uinit.exe","ie4uinit","","BE373AE45E702CEC90061BD658D97EAEAD6B3B55D32685EAF03CC45FD8966316","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5415_none_e96f1b5f03844492\f\ie4ushowIE.exe","ie4ushowIE","","3A6B51C64A4E9D33B254E115A4C8F28B00F5DC11B325E09278F3FE4EC7D2A374","SHA256","Processed"
"ie4uinit.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5415_none_e96f1b5f03844492\r\ie4uinit.exe","ie4uinit","","0F6A8FD1296841B34FE1F4E39660057F8C8548DE0E922892348DE373BC6A1D39","SHA256","Processed"
"ie4ushowIE.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.22621.5415_none_e96f1b5f03844492\r\ie4ushowIE.exe","ie4ushowIE","","0EFAB1436942BACD341A09DDF2C874CAB3F4F16612DA92D2FACA991F24EF823D","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5124_none_886259b05310b050\IESettingSync.exe","IESettingSync","Microsoft Corporation","574AE57F02C664A70FB14A20F0797944A28F715CE8152D71BB90F4753C832F96","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5124_none_886259b05310b050\f\IESettingSync.exe","IESettingSync","","A8C3715BB77BEAE5A609FA96A0CB11151A2929C153D0D6BA603615436849310C","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5124_none_886259b05310b050\r\IESettingSync.exe","IESettingSync","","E1509705BA6054B578356C37B5D0E901C2AFAD1AE7E3B1F0116B4245F121F24D","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5331_none_884dfe7a531fb4a6\IESettingSync.exe","IESettingSync","Microsoft Corporation","EDEC6D319BA58683BDEDF77D6190D829645686DFBE0953C39060D4BCF8468BF2","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5331_none_884dfe7a531fb4a6\f\IESettingSync.exe","IESettingSync","","A93774FDEBE2181C87BADEBA45021E5CF41AC8F81D8BBF044EC352AA2C86E1C6","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5331_none_884dfe7a531fb4a6\r\IESettingSync.exe","IESettingSync","","C6D8CC3CE637331BF1C324B1965B40550BB541930CF5015D62EFA210F977C8DF","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5471_none_88472fb6532435f3\IESettingSync.exe","IESettingSync","Microsoft Corporation","0BD6EBA68D83BDB151544F3B361AE2F8B0434877F7BD43A79FC5C940FE815681","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5471_none_88472fb6532435f3\f\IESettingSync.exe","IESettingSync","","C06623EF900D641E3CB86160503D8DE11A603A97A3BEE5B85FE67F46B3E7A273","SHA256","Processed"
"IESettingSync.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieframe_31bf3856ad364e35_11.0.22621.5471_none_88472fb6532435f3\r\IESettingSync.exe","IESettingSync","","76DB9761013E6D4B3E6AFA1333DC1B4CDCCCA5E9DEF08D81F03E60AE3D707596","SHA256","Processed"
"ieinstal.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieinstal_31bf3856ad364e35_11.0.22621.3527_none_0c303e5b36b4c6e1\ieinstal.exe","Internet Explorer","Microsoft Corporation","9C8BD8F6DF41AB822DAF60A9C19B480A6F0658679FB2840ADD7BA848D0B09D77","SHA256","Processed"
"ieinstal.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieinstal_31bf3856ad364e35_11.0.22621.3527_none_0c303e5b36b4c6e1\f\ieinstal.exe","ieinstal","","E8E873644ADD1D8F62A158F3BE30684E3B1550E717A52540BACBA0464E1D8C2F","SHA256","Processed"
"ieinstal.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ieinstal_31bf3856ad364e35_11.0.22621.3527_none_0c303e5b36b4c6e1\r\ieinstal.exe","ieinstal","","E858DD62FA55EFF132FAB728A6C1D1EB8F27A80A303F75FBC5AD2FE3C1D5B45A","SHA256","Processed"
"WMSvc.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-adminservice_31bf3856ad364e35_10.0.22621.1_none_bbfdb5dbeb7b015d\WMSvc.exe","WMSvc","","82F29DF36A15351F6F2041EEF8F54DE2463340C3BC66B59266A01662E6EC9590","SHA256","Processed"
"InetMgr6.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-legacysnapin_31bf3856ad364e35_10.0.22621.4249_none_611f69ff2d89de85\InetMgr6.exe","Internet Information Services","Microsoft Corporation","3BB20F09E2DA68ACA3D9B7C22B3D722A8081990219C3029524BC6E834B6AC5C9","SHA256","Processed"
"InetMgr6.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-legacysnapin_31bf3856ad364e35_10.0.22621.4249_none_611f69ff2d89de85\f\InetMgr6.exe","InetMgr6","","32A5A4567EAB144FB52859F8CA057783475B06607321F9B07E51DD07F32694D8","SHA256","Processed"
"InetMgr6.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-legacysnapin_31bf3856ad364e35_10.0.22621.4249_none_611f69ff2d89de85\r\InetMgr6.exe","InetMgr6","","644079FCC0123DEAECB31EDBC71465C78A6AA565B02C6C450D14A5165A11FAFF","SHA256","Processed"
"InetMgr.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-managementconsole_31bf3856ad364e35_10.0.22621.4249_none_67d23358369b5c7d\InetMgr.exe","Internet Information Services","Microsoft Corporation","741386B3291F7CE8501DC2C783B3BEE00DC327B41E708345002C51248C1F5296","SHA256","Processed"
"InetMgr.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-managementconsole_31bf3856ad364e35_10.0.22621.4249_none_67d23358369b5c7d\f\InetMgr.exe","InetMgr","","50E475633A0DF797AECB2EF5A07609837822E8192C310DFCE20351064C81F171","SHA256","Processed"
"InetMgr.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-managementconsole_31bf3856ad364e35_10.0.22621.4249_none_67d23358369b5c7d\r\InetMgr.exe","InetMgr","","C02428BFB1F04AEDAFB085F0FE6210F8425B96D1DF857F3D93ED2E482079A230","SHA256","Processed"
"inetinfo.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-metabase_31bf3856ad364e35_10.0.22621.1_none_9ac7c38915b151e5\inetinfo.exe","inetinfo","","B6FC8AB740677A3D2FFD13BB873A6ECD6BFC8914514FC0EECA751EB7C450AB6D","SHA256","Processed"
"aspnetca.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_10.0.22621.1_none_727f3e78a890878b\aspnetca.exe","aspnetca","","D8B7200AEDA789B7FD996FE8B6E9E2CBFE5D05D512C57D5BF76695CAFAFB3D71","SHA256","Processed"
"iisreset.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_10.0.22621.1_none_727f3e78a890878b\iisreset.exe","iisreset","","2D71EEA63F559753946EA8DFA51762A4CAD45EC94A1337DB05FBD36DFD003120","SHA256","Processed"
"iisrstas.exe","C:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_10.0.22621.1_none_727f3e78a890878b\iisrstas.exe","iisrstas","","68FEC0677A46E3A90F6461927B135F2DD9E260343CA462206F4F7F12CEA30681","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5124_none_b621de05f5af5813\IMCCPHR.exe","Microsoft? Windows? Operating System","Microsoft Corporation","277C0528A3A0018A52D794BF91977C265154FCB1ED22E84F9272E69721EF7961","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5124_none_b621de05f5af5813\f\IMCCPHR.exe","IMCCPHR","","157895C2E20EB6837604C9D613BEF2D38E67A6B8218673BA9401DFABFBB08E09","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5124_none_b621de05f5af5813\r\IMCCPHR.exe","IMCCPHR","","6C7474026FDDC832974F36AF391368FC1CEBA0CE53658EF106F9BA786D5660EA","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5262_none_b61b3cd1f5b3a61e\IMCCPHR.exe","Microsoft? Windows? Operating System","Microsoft Corporation","AC76F07B3F539AE8663A70DA9342FB795ABD41E76409DC6E5E3B7BFFFCF8E9B5","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5262_none_b61b3cd1f5b3a61e\f\IMCCPHR.exe","IMCCPHR","","B83983FDB6E279ABF47CE7ED07C35A6E0E38A09C6D301C845A1FD050D91F1FB9","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5262_none_b61b3cd1f5b3a61e\r\IMCCPHR.exe","IMCCPHR","","4A6D4A5C6EA6F0D6F72293922EFCDCB859BE6FD72EAAE7D2B7539BA788AA000A","SHA256","Processed"
"IMCCPHR.exe","C:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_10.0.22621.5415_none_b600572ff5c8ac30\IMCCPHR.exe","Microsoft? Windows? Operating System","Microsoft Corporation","05FAD6D776D1395A3F5D50D07EB43AC4C0F6CA7EE20884DAC456B8347F886A54","SHA256","Processed"
